title,popularity,vote_average,vote_count,genre
Despicable Me,61.7,7.2,13892,Family
In the Mouth of Madness,12.9,7.2,1392,Horror
Skyfall,42.4,7.2,14205,Action
"South Park: Bigger, Longer & Uncut",30.0,7.2,2340,Animation
National Lampoon's Christmas Vacation,20.9,7.2,2014,Comedy
Good Time,13.5,7.2,2519,Thriller
Superbad,57.8,7.2,6358,Comedy
Batman,44.3,7.2,6884,Fantasy
The Menu,81.2,7.2,3071,Horror
Frequency,40.5,7.2,1510,Science Fiction
After We Collided,102.3,7.2,4926,Romance
Ralph Breaks the Internet,67.5,7.2,6766,Family
Alita: Battle Angel,59.6,7.2,8172,Action
Ghost,36.1,7.2,4946,Fantasy
Fear Street: 1666,28.0,7.2,1405,Mystery
A Fish Called Wanda,16.2,7.2,1861,Comedy
The Lego Batman Movie,35.2,7.2,4427,Animation
Marley & Me,21.4,7.2,4210,Comedy
Tenet,52.2,7.2,8259,Action
Tootsie,14.5,7.2,1532,Comedy
Collateral,28.1,7.2,4878,Drama
28 Days Later,36.6,7.2,5884,Horror
Sweeney Todd: The Demon Barber of Fleet Street,23.0,7.2,5329,Drama
Inside Llewyn Davis,12.6,7.2,2396,Drama
Big Trouble in Little China,25.2,7.2,2586,Action
Sherlock Holmes,31.5,7.2,12900,Action
The Intern,56.1,7.2,6012,Comedy
I Am Legend,52.6,7.2,14299,Drama
3:10 to Yuma,18.1,7.2,3131,Western
Thank You for Smoking,11.1,7.2,1874,Comedy
Don't Breathe 2,64.8,7.2,2070,Thriller
Marrowbone,20.7,7.2,1254,Thriller
Melancholia,14.8,7.2,3085,Drama
Doubt,15.8,7.2,1493,Drama
Dracula,15.5,7.2,1001,Horror
The Choice,17.6,7.2,1738,Drama
The Town,49.5,7.2,4457,Crime
Eighth Grade,15.5,7.2,1326,Comedy
Ballerina,32.5,7.2,1700,Animation
The Hunger Games,49.9,7.2,20205,Science Fiction
The NeverEnding Story,36.0,7.2,3579,Adventure
Invictus,15.2,7.2,3745,Drama
Alice in Wonderland,46.3,7.2,5301,Animation
Trading Places,26.0,7.2,2840,Comedy
P.S. I Love You,16.7,7.2,3053,Drama
The Princess and the Frog,104.0,7.2,4890,Romance
K-PAX,15.8,7.2,2083,Science Fiction
Burlesque,13.3,7.2,2068,Drama
Kiss Kiss Bang Bang,12.3,7.2,2366,Comedy
Star Trek IV: The Voyage Home,19.0,7.2,1271,Science Fiction
Beverly Hills Cop,20.9,7.2,3515,Action
The Man Who Knew Infinity,20.0,7.2,1265,Drama
The Old Guard,18.5,7.2,3690,Action
F9,242.0,7.2,6226,Action
Carnage,14.2,7.2,2646,Comedy
The Animatrix,18.5,7.2,1362,Animation
Limitless,37.2,7.2,9643,Thriller
The Lincoln Lawyer,20.6,7.2,2810,Crime
Out of Africa,16.1,7.2,1200,History
Eddie the Eagle,13.5,7.2,1927,Comedy
Wall Street,16.7,7.2,1781,Crime
Peter Pan,57.1,7.2,2395,Adventure
Mrs. Doubtfire,23.8,7.2,5469,Comedy
Men in Black,51.0,7.2,12463,Action
Rust and Bone,11.6,7.2,1244,Drama
The English Patient,14.9,7.2,1853,Drama
A History of Violence,17.0,7.2,2798,Drama
Mission: Impossible - Rogue Nation,44.7,7.2,7802,Action
Mean Girls,113.3,7.2,7699,Comedy
Identity,19.0,7.2,3357,Mystery
The Karate Kid,28.6,7.2,3637,Action
Hugo,22.5,7.2,6595,Adventure
The Edge of Seventeen,16.9,7.2,3753,Comedy
The Cat Returns,30.2,7.2,1684,Adventure
What Dreams May Come,30.3,7.2,2038,Drama
The Bucket List,20.1,7.2,3363,Drama
[REC],27.1,7.2,3820,Horror
The Talented Mr. Ripley,17.7,7.2,3095,Thriller
Babel,16.1,7.2,3307,Drama
What Happened to Monday,38.4,7.2,5550,Science Fiction
The Maze Runner,109.9,7.2,15541,Action
Secret of the Wings,70.3,7.2,1059,Animation
A League of Their Own,23.1,7.2,1194,Comedy
300,43.4,7.2,12510,Action
Sully,22.7,7.2,6506,Drama
The King,26.3,7.2,2830,Drama
The Darjeeling Limited,11.3,7.2,3111,Adventure
Elizabeth,17.9,7.2,1234,Drama
Seven Years in Tibet,14.7,7.2,2496,Adventure
One Hundred and One Dalmatians,50.7,7.2,5645,Adventure
The Secret Life of Walter Mitty,23.8,7.2,6923,Adventure
The House That Jack Built,14.1,7.2,2340,Drama
Sleepy Hollow,28.1,7.2,6014,Drama
Midsommar,45.2,7.2,5813,Horror
The Christmas Chronicles,15.1,7.2,1892,Comedy
Crimson Tide,16.6,7.2,1495,Thriller
The Master,14.0,7.2,2620,Drama
Gravity,21.4,7.2,14150,Science Fiction
Following,8.4,7.2,1324,Drama
The Patriot,39.2,7.2,3416,Drama
50/50,16.1,7.2,3398,Comedy
Lars and the Real Girl,11.4,7.2,1556,Comedy
War for the Planet of the Apes,55.1,7.2,7840,Drama
The Parent Trap,85.7,7.2,3664,Comedy
Midway,34.3,7.2,2142,Action
Big,39.8,7.2,3159,Fantasy
Don't Look Up,32.7,7.2,6857,Science Fiction
The Ballad of Buster Scruggs,22.7,7.2,3550,Western
Trumbo,11.7,7.2,1431,Drama
Belfast,15.3,7.2,1122,Drama
The French Dispatch,25.6,7.2,2015,Comedy
Bad Boys for Life,54.3,7.2,7424,Thriller
Murder on the Orient Express,19.0,7.2,1196,Drama
Doctor Sleep,27.0,7.2,3783,Horror
Stepmom,19.8,7.2,1271,Drama
After,119.9,7.1,7587,Romance
42,32.6,7.1,1593,Drama
Molly's Game,22.2,7.1,3333,Drama
Little White Lies,12.7,7.1,1407,Comedy
The Return of the Living Dead,24.5,7.1,1760,Horror
Across the Universe,12.7,7.1,1200,Drama
Poltergeist,24.2,7.1,2584,Horror
High Fidelity,13.7,7.1,1703,Drama
Uncut Gems,24.6,7.1,4067,Drama
Mamma Mia! Here We Go Again,17.5,7.1,3032,Comedy
Matilda,47.9,7.1,3896,Comedy
Troy,43.1,7.1,9127,Adventure
Munich,15.5,7.1,2270,Drama
Friday,32.3,7.1,1515,Comedy
The Invisible Man,26.5,7.1,5102,Thriller
Greenland,45.7,7.1,3821,Action
The Fox and the Hound,37.7,7.1,2862,Adventure
Scoob!,32.6,7.1,1524,Animation
Punch-Drunk Love,14.8,7.1,1985,Drama
The Angry Birds Movie 2,35.3,7.1,1435,Animation
Unbreakable,26.2,7.1,8369,Thriller
The Upside,22.9,7.1,1079,Comedy
OSS 117: Lost in Rio,9.1,7.1,1261,Crime
The Guardian,17.5,7.1,1314,Action
United 93,12.3,7.1,1272,Drama
The Lion King,79.6,7.1,9089,Adventure
Whatever Works,11.5,7.1,1576,Comedy
Sherlock Holmes: A Game of Shadows,31.4,7.1,9536,Adventure
8 Mile,27.4,7.1,6464,Drama
After We Fell,123.3,7.1,2166,Romance
Anomalisa,12.7,7.1,1535,Animation
The First King,10.3,7.1,1050,History
The Way Way Back,11.9,7.1,1550,Comedy
Silver Linings Playbook,24.9,7.1,11081,Drama
Silence,21.9,7.1,2751,Drama
We Were Soldiers,21.0,7.1,1783,Action
Chicago,16.0,7.1,2289,Comedy
22 July,13.3,7.1,1061,History
Superman,42.4,7.1,3317,Science Fiction
The Life Aquatic with Steve Zissou,17.3,7.1,2498,Adventure
Point Break,32.9,7.1,3069,Action
Pi,11.6,7.1,1937,Mystery
Field of Dreams,17.0,7.1,1255,Drama
The Last Castle,18.5,7.1,1079,Action
Angel Heart,14.4,7.1,1284,Horror
The Lucky One,21.9,7.1,3331,Drama
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180.4,7.1,9510,Adventure
Dogtooth,14.7,7.1,1860,Drama
Lightyear,118.4,7.1,2815,Animation
Kick-Ass,48.7,7.1,10747,Action
Lolita,49.0,7.1,1503,Drama
Aladdin,60.2,7.1,9199,Adventure
The Disaster Artist,10.1,7.1,3231,Comedy
The Visitors,14.5,7.1,1700,Fantasy
The Half of It,13.9,7.1,1344,Comedy
Maze Runner: The Death Cure,46.9,7.1,6936,Science Fiction
Chef,15.6,7.1,2908,Comedy
The Proposal,60.5,7.1,5974,Comedy
Master and Commander: The Far Side of the World,21.9,7.1,2714,Adventure
John Q,21.1,7.1,2110,Drama
Snow White and the Seven Dwarfs,70.8,7.1,6645,Fantasy
The Northman,121.6,7.1,3344,Action
Speed,40.5,7.1,5379,Action
Sing,70.6,7.1,7280,Animation
La Femme Nikita,15.4,7.1,1674,Action
Mean Streets,14.0,7.1,1809,Drama
The Place,7.2,7.1,1125,Drama
Black Adam,646.3,7.1,4842,Action
Remember Me,20.7,7.1,3302,Drama
A Ghost Story,16.5,7.1,2062,Drama
Dope,10.0,7.1,1345,Crime
The Land Before Time,17.7,7.1,2275,Family
National Lampoon's Vacation,33.2,7.1,1307,Comedy
The Doors,14.6,7.1,1207,Music
Lady and the Tramp,49.9,7.1,4749,Family
The Founder,26.8,7.1,4291,Drama
Ruby Sparks,14.6,7.1,1441,Comedy
The Spanish Apartment,10.6,7.1,1003,Drama
Love Actually,19.3,7.1,5904,Comedy
Climax,20.6,7.1,1781,Horror
Pinocchio,46.9,7.1,5269,Animation
Elephant,25.3,7.1,1643,Crime
Snowden,15.5,7.1,3975,Drama
Kill Your Darlings,12.8,7.1,1245,Drama
Before the Devil Knows You're Dead,19.5,7.1,1272,Crime
The Nice Guys,19.1,7.1,6995,Comedy
Audition,19.1,7.1,1284,Horror
Mortal Kombat,135.3,7.1,5214,Action
Descendants,41.5,7.1,2097,Family
The Hunchback of Notre Dame,30.9,7.1,4477,Drama
The Virgin Suicides,16.1,7.1,2729,Drama
Garden State,13.3,7.1,1609,Comedy
Paterson,11.0,7.1,1663,Drama
Ghost World,12.3,7.1,1210,Comedy
An Officer and a Spy,10.4,7.1,1332,History
St. Vincent,18.2,7.1,1676,Comedy
The Man from U.N.C.L.E.,26.4,7.1,5700,Comedy
The Rock,30.0,7.1,4079,Action
Maleficent,64.4,7.1,12238,Fantasy
The Light Between Oceans,15.0,7.1,1250,Drama
Gremlins,25.2,7.1,5642,Fantasy
Concussion,10.9,7.1,2335,Drama
Blue Is the Warmest Color,13.9,7.1,4141,Romance
Brain on Fire,13.3,7.1,1271,Drama
Easy Rider,16.0,7.1,1729,Adventure
Boyka: Undisputed IV,98.5,7.1,1131,Action
Ong Bak: Muay Thai Warrior,35.1,7.1,1482,Action
Ant-Man,71.4,7.1,18286,Science Fiction
Toc Toc,19.4,7.1,1118,Comedy
Shooter,45.2,7.1,4212,Action
Malcolm & Marie,19.7,7.1,1239,Drama
Glass Onion: A Knives Out Mystery,142.3,7.1,4031,Comedy
Crazy Rich Asians,20.4,7.1,3272,Comedy
Sideways,11.0,7.1,1406,Comedy
The Holiday,18.0,7.1,4449,Comedy
Superman/Shazam!: The Return of Black Adam,30.9,7.1,1427,Animation
Rocky IV,53.7,7.1,3848,Drama
Natural Born Killers,19.2,7.1,2995,Crime
The Forever Purge,65.2,7.1,2088,Horror
The Space Between Us,17.6,7.1,2281,Romance
WarGames,19.4,7.1,1554,Thriller
From Russia with Love,34.8,7.1,2584,Action
"The Legend of Al, John and Jack",4.8,7.1,1064,Comedy
365 Days,26.3,7.1,8228,Romance
The Next Three Days,21.2,7.1,2551,Romance
Shaolin Soccer,37.3,7.1,1888,Action
The Adam Project,79.8,7.1,3564,Adventure
The Addams Family 2,73.5,7.1,1093,Animation
Traffic,32.5,7.1,1836,Thriller
Escape from New York,17.5,7.1,2680,Science Fiction
127 Hours,19.0,7.1,6832,Adventure
The Assassination of Jesse James by the Coward Robert Ford,18.1,7.1,2189,Action
Raw,16.2,7.1,2842,Drama
Witness,15.5,7.1,1376,Crime
West Side Story,21.6,7.1,1243,Drama
School of Rock,32.0,7.1,5018,Comedy
The Negotiator,17.2,7.1,1783,Action
Paddington,23.5,7.1,3222,Comedy
The Girl Who Kicked the Hornet's Nest,17.7,7.1,1204,Action
Hocus Pocus,30.3,7.1,2643,Fantasy
The Lovely Bones,28.4,7.1,4111,Fantasy
Ready or Not,31.6,7.1,3715,Comedy
Galaxy Quest,13.7,7.1,1924,Comedy
Pieces of a Woman,15.1,7.1,1056,Drama
Holidate,18.7,7.1,1907,Comedy
Wild at Heart,13.6,7.1,1392,Crime
Nerve,19.7,7.1,6429,Mystery
The Accountant,27.5,7.1,5471,Crime
Mission: Impossible - Ghost Protocol,49.4,7.1,8843,Action
Vice,13.4,7.1,3001,Comedy
The Lost Boys,21.5,7.1,1712,Horror
Rose Island,11.4,7.1,1150,Comedy
Disconnect,8.7,7.1,1009,Drama
Mud,11.0,7.1,2496,Drama
The Great Mouse Detective,20.6,7.1,1447,Animation
American Graffiti,36.6,7.1,1207,Comedy
Holy Motors,10.0,7.1,1000,Drama
Ring,17.4,7.0,1177,Horror
Take Shelter,10.5,7.0,1516,Thriller
Soul Surfer,24.0,7.0,1090,Family
Hotel Transylvania: Transformania,186.1,7.0,1502,Animation
Emma.,28.0,7.0,1511,Comedy
First Man,22.7,7.0,4749,History
Finding Dory,38.3,7.0,11182,Adventure
Constantine,69.4,7.0,6273,Fantasy
Juno,16.4,7.0,6521,Comedy
Shazam!,104.8,7.0,8511,Action
True Lies,32.8,7.0,3518,Action
A.I. Artificial Intelligence,23.5,7.0,5561,Drama
Lawless,23.4,7.0,2761,Crime
I See You,33.9,7.0,1184,Thriller
Booksmart,15.0,7.0,2297,Comedy
Patriots Day,17.9,7.0,2319,Action
The Kings of Summer,11.6,7.0,1007,Comedy
Tom Clancy's Without Remorse,72.0,7.0,2162,Adventure
Charlie and the Chocolate Factory,75.7,7.0,13580,Adventure
Love & Other Drugs,41.9,7.0,4546,Drama
Cinderella,79.3,7.0,6054,Family
Willow,17.0,7.0,1679,Action
The Kissing Booth 3,36.0,7.0,1645,Romance
Top Gun,72.3,7.0,7324,Romance
The Matrix Reloaded,36.7,7.0,9812,Adventure
Dawn of the Dead,37.6,7.0,3461,Horror
The Princess Switch,17.1,7.0,2059,Romance
Legend,48.3,7.0,3420,Crime
Ladyhawke,13.1,7.0,1000,Adventure
Boy Erased,10.4,7.0,1261,Drama
Eye in the Sky,14.9,7.0,1384,Drama
The Addams Family,65.2,7.0,4012,Comedy
Uncharted,197.3,7.0,4652,Action
The Lobster,36.3,7.0,5397,Comedy
Raising Arizona,14.5,7.0,1781,Comedy
Monsters University,81.4,7.0,9668,Animation
The Rainmaker,15.4,7.0,1086,Drama
The Thirteenth Floor,12.6,7.0,1098,Thriller
Wallace & Gromit: The Curse of the Were-Rabbit,24.7,7.0,2341,Adventure
Fright Night,22.8,7.0,1152,Comedy
The Darkest Minds,23.4,7.0,2413,Action
Day of the Dead,13.0,7.0,1039,Horror
Suck Me Shakespeer,14.3,7.0,1534,Comedy
Last Tango in Paris,16.4,7.0,1066,Drama
Licorice Pizza,19.2,7.0,1763,Drama
Five,8.6,7.0,1081,Comedy
X2,1.5,7.0,9166,Adventure
Equilibrium,23.3,7.0,4012,Action
This Must Be the Place,8.5,7.0,1111,Drama
Re-Animator,13.6,7.0,1260,Science Fiction
The Death of Stalin,13.2,7.0,1583,Comedy
Wild,13.4,7.0,2218,Drama
Love Hard,12.1,7.0,1282,Comedy
First Reformed,13.5,7.0,1162,Drama
"Extremely Wicked, Shockingly Evil and Vile",21.1,7.0,3027,Crime
Star Trek VI: The Undiscovered Country,13.4,7.0,1092,Science Fiction
The Dead Zone,16.4,7.0,1381,Thriller
Starship Troopers,27.3,7.0,4207,Adventure
Nightmare Alley,58.8,7.0,2371,Thriller
The First Time,17.5,7.0,1995,Drama
Starstruck,21.6,7.0,1103,Romance
Bloodsport,25.1,7.0,1542,Action
Dolemite Is My Name,8.3,7.0,1020,Drama
The Killing of a Sacred Deer,19.4,7.0,3233,Drama
Red Dragon,5.9,7.0,3749,Crime
Face/Off,28.4,7.0,4633,Action
The Cider House Rules,11.9,7.0,1008,Drama
Fantasia 2000,15.1,7.0,1111,Animation
Barbie as Rapunzel,44.2,7.0,1112,Animation
From Dusk Till Dawn,27.2,7.0,5238,Horror
Don't Breathe,22.8,7.0,6718,Thriller
Brave,73.4,7.0,12302,Animation
Bambi,50.5,7.0,5085,Animation
Strange Days,8.5,7.0,1122,Crime
Bronson,11.5,7.0,2223,Drama
News of the World,11.3,7.0,1522,Drama
A Beautiful Day in the Neighborhood,14.1,7.0,1381,Drama
Manhunter,0.6,7.0,1100,Crime
The Full Monty,14.6,7.0,1404,Comedy
Animal House,17.9,7.0,1322,Comedy
Tolkien,16.9,7.0,1238,War
Rounders,16.3,7.0,1496,Drama
Creed II,121.8,7.0,4794,Drama
Blue Jasmine,14.8,7.0,3137,Drama
The Gray Man,92.6,7.0,2865,Action
Rush Hour,44.5,7.0,4164,Action
Dr. No,27.4,7.0,3139,Adventure
Capote,8.5,7.0,1251,Crime
Shaun the Sheep Movie,19.0,7.0,1213,Family
Orphan,36.5,7.0,4729,Horror
Dumbo,44.1,7.0,4445,Animation
Born on the Fourth of July,17.2,7.0,1465,Drama
Lethal Weapon 2,27.8,7.0,2976,Action
The Dressmaker,13.9,7.0,1490,Drama
Amistad,4.1,7.0,1132,Drama
The Post,14.7,7.0,4169,Drama
Timecrimes,10.4,7.0,1080,Science Fiction
It's Kind of a Funny Story,15.2,7.0,2157,Comedy
Enemy of the State,21.4,7.0,3360,Action
Big Eyes,11.0,7.0,3221,Drama
X-Men,1.3,7.0,10261,Adventure
Cashback,16.3,7.0,1060,Drama
The Simpsons Movie,64.7,7.0,7230,Animation
The Guard,10.5,7.0,1031,Action
The Road,18.5,7.0,3328,Adventure
Captain America: The First Avenger,51.3,7.0,19798,Action
Ocean's Eight,37.6,7.0,7571,Crime
Stronger,13.0,7.0,1341,Drama
Extremely Loud & Incredibly Close,13.4,7.0,1842,Drama
The SpongeBob SquarePants Movie,54.0,7.0,2526,Family
The Platform,93.4,7.0,6059,Drama
Matchstick Men,8.3,7.0,1490,Comedy
Cool Runnings,17.4,7.0,1761,Comedy
The Girl Who Played with Fire,16.9,7.0,1472,Drama
Trick 'r Treat,17.0,7.0,1611,Horror
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,34.6,7.0,1105,Comedy
Eight Below,17.0,7.0,1539,Adventure
The Constant Gardener,12.5,7.0,1277,Drama
mother!,32.6,7.0,6120,Drama
Ip Man 3,27.9,7.0,1470,Action
Zero Dark Thirty,18.6,7.0,4040,Thriller
The Secret Life of Pets 2,56.3,7.0,2699,Adventure
10 Cloverfield Lane,25.0,7.0,7161,Thriller
Us,22.8,7.0,6557,Horror
Kingsman: The Golden Circle,66.3,7.0,9275,Action
The Lake House,20.9,7.0,2429,Drama
If Beale Street Could Talk,11.0,7.0,1017,Romance
Before I Fall,20.4,7.0,3198,Drama
The Odd Life of Timothy Green,12.6,7.0,1074,Fantasy
Atlantis: The Lost Empire,25.9,7.0,4217,Animation
Fresh,29.2,7.0,1110,Horror
Brawl in Cell Block 99,15.5,7.0,1180,Action
Stargate,24.5,7.0,2934,Action
Letters to Juliet,15.6,7.0,2652,Comedy
The Host,18.7,7.0,2410,Horror
Eternals,114.4,7.0,7092,Science Fiction
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),56.9,7.0,9397,Action
Zombieland: Double Tap,38.4,7.0,4991,Comedy
C'est la vie!,9.7,7.0,1315,Comedy
The Pale Blue Eye,121.5,7.0,1279,Mystery
The Way Back,15.6,7.0,1324,Drama
Revolutionary Road,45.7,7.0,3439,Drama
Ruby Red,13.5,7.0,1042,Fantasy
The Duchess,15.6,7.0,1519,Drama
Real Steel,103.8,7.0,7288,Action
Mamma Mia!,24.7,7.0,5851,Comedy
In the Line of Fire,15.6,7.0,1327,Action
Agora,11.8,7.0,1261,Adventure
Memory,117.8,7.0,1199,Action
A Bug's Life,60.4,7.0,8325,Adventure
Beauty and the Beast,60.2,7.0,14645,Family
Pokémon Detective Pikachu,61.5,7.0,6094,Action
The Walk,14.3,7.0,2915,Adventure
The Queen,14.7,7.0,1138,Drama
Chocolat,12.8,7.0,2988,Comedy
The Descent,23.2,7.0,3345,Adventure
Mission: Impossible,40.8,7.0,7658,Adventure
The Place Beyond the Pines,17.1,7.0,4401,Drama
Ant-Man and the Wasp,70.0,7.0,12141,Action
Addams Family Values,60.5,7.0,2610,Comedy
Hotel Transylvania,51.9,7.0,7849,Animation
Sunshine,19.6,7.0,3266,Drama
The Ice Road,25.3,7.0,1441,Action
ParaNorman,26.9,7.0,2249,Family
A Goofy Movie,19.9,7.0,1529,Romance
In Time,56.8,7.0,10244,Action
RocknRolla,17.1,7.0,2606,Action
While You Were Sleeping,17.0,7.0,1501,Romance
Charlie St. Cloud,15.8,7.0,2023,Drama
T2 Trainspotting,14.1,6.9,2858,Drama
Water for Elephants,11.2,6.9,2348,Drama
Megamind,50.1,6.9,6103,Animation
Shame,18.0,6.9,2812,Drama
Set It Up,15.1,6.9,2396,Romance
Kung Fu Panda 2,61.0,6.9,6153,Animation
Jerry Maguire,17.5,6.9,2832,Comedy
The Fast and the Furious,16.9,6.9,8848,Action
Sleeping Beauty,49.7,6.9,4656,Fantasy
Borg vs McEnroe,8.6,6.9,1046,Drama
Trouble with the Curve,14.8,6.9,1354,Drama
Blue Valentine,20.1,6.9,2857,Drama
El Camino: A Breaking Bad Movie,30.1,6.9,4269,Crime
Homefront,26.1,6.9,3072,Action
The Lion King II: Simba's Pride,63.8,6.9,4025,Family
Jumanji: The Next Level,69.2,6.9,7659,Adventure
Blood Red Sky,25.1,6.9,1336,Horror
The Best Exotic Marigold Hotel,9.6,6.9,1197,Drama
Frankenweenie,27.4,6.9,2940,Animation
Insidious,70.0,6.9,6000,Horror
The Time Traveler's Wife,14.7,6.9,2209,Drama
Pearl Harbor,37.2,6.9,5745,Action
The Fountain,14.9,6.9,2424,Drama
Suspiria,18.8,6.9,2211,Fantasy
Soylent Green,15.0,6.9,1069,Science Fiction
Victoria & Abdul,10.7,6.9,1072,Drama
The Princess Diaries,36.3,6.9,4449,Comedy
Odd Thomas,37.6,6.9,1137,Mystery
Pocahontas,41.4,6.9,5163,Adventure
The Foreigner,24.0,6.9,2267,Action
Ronin,17.5,6.9,2036,Action
Layer Cake,17.6,6.9,1780,Drama
At Eternity's Gate,15.6,6.9,1314,Drama
"I, Robot",98.9,6.9,10655,Action
Triangle,26.0,6.9,2189,Horror
The Marksman,49.8,6.9,1339,Action
Swiss Army Man,12.2,6.9,3169,Comedy
Passengers,29.8,6.9,12149,Drama
An Education,12.7,6.9,1169,Drama
Rescue Dawn,12.8,6.9,1059,Adventure
Just Like Heaven,18.6,6.9,2093,Drama
Insomnia,13.8,6.9,4092,Crime
Iron Man 3,64.1,6.9,20597,Action
The Mask,45.6,6.9,9087,Romance
Broken Flowers,9.6,6.9,1137,Comedy
The Crimson Rivers,13.8,6.9,1330,Crime
Terrifier 2,294.6,6.9,1171,Horror
Step Up Revolution,28.1,6.9,1905,Music
Nope,126.5,6.9,2876,Horror
Sink or Swim,9.2,6.9,1360,Drama
Shot Caller,21.6,6.9,1789,Crime
Spy Game,11.0,6.9,1806,Action
Hostiles,26.9,6.9,2041,Western
Divergent,46.2,6.9,11893,Action
Cold Mountain,26.0,6.9,1555,Drama
Die Hard 2,29.1,6.9,5100,Action
The Witches,24.1,6.9,1097,Adventure
Cars,60.1,6.9,12551,Animation
Barbarian,54.5,6.9,1436,Horror
Mulan,79.8,6.9,6125,Adventure
Sinbad: Legend of the Seven Seas,29.5,6.9,1795,Family
Despicable Me 2,62.0,6.9,10306,Animation
"Definitely, Maybe",16.7,6.9,2164,Comedy
Asterix: The Secret of the Magic Potion,15.2,6.9,1064,Family
Mona Lisa Smile,15.0,6.9,1510,Drama
The Witch,31.3,6.9,6172,Drama
The Bélier Family,13.5,6.9,2194,Comedy
Life As We Know It,28.0,6.9,2892,Comedy
White Chicks,58.3,6.9,3323,Comedy
Runaway Jury,14.8,6.9,1080,Drama
No Escape,36.4,6.9,2277,Thriller
Clerks II,13.1,6.9,1144,Comedy
The Croods,59.4,6.9,6432,Animation
Unleashed,22.6,6.9,1785,Action
Endless Love,15.7,6.9,1574,Drama
Pokémon: The First Movie,26.9,6.9,1280,Animation
Dogma,13.8,6.9,2202,Fantasy
Hotel Transylvania 3: Summer Vacation,45.4,6.9,3916,Animation
Batman Returns,34.3,6.9,5757,Action
Youth,12.8,6.9,1865,Comedy
Valkyrie,23.5,6.9,3264,Drama
Aquaman,80.3,6.9,12598,Action
Snowpiercer,27.6,6.9,8667,Action
Mr. Brooks,15.2,6.9,1506,Crime
Tom & Jerry,63.3,6.9,2214,Comedy
Boss Level,28.4,6.9,1258,Action
Locke,19.8,6.9,2410,Drama
9,33.0,6.9,3169,Action
Hellraiser,23.4,6.9,2132,Horror
Desperado,27.4,6.9,2500,Thriller
The Mummy,73.9,6.9,8068,Adventure
The Dig,15.4,6.9,1017,Drama
Sicario: Day of the Soldado,34.3,6.9,3058,Action
War Dogs,32.7,6.9,4335,Comedy
Highlander,28.8,6.9,2248,Adventure
Nymphomaniac: Vol. I,6.9,6.9,3012,Drama
Basic Instinct,25.4,6.9,3315,Thriller
The Fate of the Furious,175.1,6.9,9444,Action
The Jacket,12.1,6.9,1302,Thriller
Summer of 84,14.8,6.9,1131,Thriller
Frank,9.0,6.9,1471,Comedy
The Hunger Games: Mockingjay - Part 2,65.0,6.9,11261,Action
Little Shop of Horrors,15.7,6.9,1246,Horror
Serendipity,14.7,6.9,1684,Comedy
The Mist,28.6,6.9,4434,Horror
Kingdom of Heaven,34.5,6.9,3632,Drama
Day Shift,81.9,6.9,1560,Action
The Hitman's Bodyguard,35.5,6.9,5576,Action
Space Jam: A New Legacy,84.5,6.9,3588,Family
Fantastic Beasts: The Crimes of Grindelwald,32.1,6.9,9978,Fantasy
Madagascar,75.6,6.9,9820,Family
Army of Thieves,52.5,6.9,1651,Crime
Focus,33.7,6.9,7128,Romance
Leap Year,24.2,6.9,1843,Romance
Meet the Robinsons,36.0,6.9,2462,Animation
Spencer,16.5,6.9,1405,Drama
Death at a Funeral,14.3,6.9,1498,Comedy
Jexi,16.8,6.9,1046,Comedy
Step Up,22.0,6.9,3419,Music
The Adventures of Tintin,28.2,6.9,4894,Adventure
Gomorrah,9.3,6.9,1079,Drama
Alive,16.2,6.9,1252,Adventure
Shakespeare in Love,13.3,6.9,2742,Romance
GoldenEye,24.9,6.9,3417,Adventure
Plane,471.4,6.9,1169,Action
To All the Boys: P.S. I Still Love You,24.8,6.9,2342,Romance
Pitch Perfect 2,42.3,6.9,4999,Comedy
Filth,11.1,6.9,1517,Crime
Cloud Atlas,22.4,6.9,6508,Drama
21 Jump Street,36.2,6.9,9400,Action
Perfect Sense,12.3,6.9,1008,Drama
Malignant,62.1,6.9,1870,Horror
Looper,41.7,6.9,9376,Action
Sweet November,13.8,6.9,1152,Drama
Rocky III,37.9,6.9,3580,Drama
Enemy,20.5,6.9,5222,Thriller
Venom: Let There Be Carnage,166.7,6.9,8760,Science Fiction
Kung Fu Panda 3,70.9,6.9,5139,Action
The Frighteners,18.6,6.9,1305,Horror
Pacific Rim,80.8,6.9,11277,Action
It Chapter Two,66.2,6.9,7683,Horror
Fences,20.0,6.9,2389,Drama
A Knight's Tale,24.8,6.9,2712,Adventure
Fast & Furious Presents: Hobbs & Shaw,230.9,6.9,6307,Action
Captain Marvel,58.0,6.9,14217,Action
Sinister,33.9,6.9,4830,Horror
Tremors,38.6,6.9,2806,Horror
Independence Day,33.2,6.9,8620,Action
Lincoln,14.6,6.9,3414,History
Coming to America,26.9,6.9,3823,Comedy
The Peanuts Movie,24.0,6.9,1426,Comedy
The Jungle Book,45.3,6.9,7503,Family
Blended,78.0,6.9,3082,Comedy
A Christmas Carol,27.8,6.9,4084,Animation
King Kong,44.3,6.9,7098,Adventure
Don't Worry Darling,55.6,6.9,1576,Thriller
